,cell_type
13194,Mono 1
13195,TAM 3
13196,Mono 2
13197,Mono 2
13198,Tcells 1
13199,TAM 2
13200,Mono 1
13201,Mono 2
13202,NK
13203,Mono 1
13204,cDC2
13205,Proliferating TAM
13206,Tcells 1
13207,Mono 2
13208,TAM 4
13209,Treg
13210,NK
13211,TAM 5
13212,cDC2
13213,TAM 4
13214,Mono 2
13215,Tcells 1
13216,Mono 1
13217,Tcells 1
13218,TAM 3
13219,Tcells 2
13220,Treg
13221,TAM 4
13222,TAM 4
13223,NK
13224,Mono 1
13225,Mono 1
13226,Tcells 3
13227,TAM 4
13228,cDC2
13229,Treg
13230,Mono 2
13231,TAM 3
13232,TAM 5
13233,NK
13234,cDC2
13235,Proliferating T cells
13236,Tcells 1
13237,TAM 5
13238,TAM 2
13239,TAM 4
13240,cDC2
13241,Tcells 2
13242,TAM 2
13243,Tcells 2
13244,Mono 1
13245,TAM 4
13246,TAM 3
13247,Tcells 2
13248,Tcells 1
13249,TAM 5
13250,NK
13251,pDC
13252,Tcells 3
13253,TAM 1
13254,Proliferating T cells
13255,TAM 3
13256,TAM 5
13257,Tcells 1
13258,NK
13259,TAM 2
13260,pDC
13261,TAM 4
13262,Tcells 2
13263,NK
13264,TAM 3
13265,TAM 4
13266,Treg
13267,TAM 2
13268,TAM 3
13269,Tcells 3
13270,TAM 2
13271,Tcells 3
13272,TAM 5
13273,Tcells 3
13274,TAM 5
13275,TAM 2
13276,TAM 3
13277,Proliferating TAM
13278,cDC1
13279,pDC
13280,Mono 2
13281,TAM 4
13282,pDC
13283,TAM 5
13284,cDC2
13285,TAM 4
13286,TAM 2
13287,TAM 4
13288,TAM 4
13289,TAM 4
13290,Mono 2
13291,cDC2
13292,TAM 1
13293,TAM 4
13294,Tcells 1
13295,TAM 3
13296,cDC2
13297,NK
13298,Tcells 2
13299,cDC2
13300,Proliferating TAM
13301,TAM 3
13302,Tcells 2
13303,Mast
13304,TAM 5
13305,TAM 4
13306,Tcells 1
13307,TAM 5
13308,TAM 1
13309,NK
13310,Tcells 1
13311,cDC2
13312,TAM 2
13313,Tcells 2
13314,Mono 2
13315,Mono 2
13316,Treg
13317,Tcells 1
13318,Tcells 2
13319,Mono 2
13320,Mono 2
13321,TAM 5
13322,pDC
13323,TAM 4
13324,Tcells 1
13325,TAM 4
13326,pDC
13327,Tcells 2
13328,Mono 2
13329,Treg
13330,TAM 4
13331,B
13332,Tcells 1
13333,TAM 3
13334,Tcells 3
13335,TAM 3
13336,cDC1
13337,TAM 3
13338,Mono 2
13339,TAM 3
13340,Tcells 1
13341,Treg
13342,TAM 2
13343,Tcells 2
13344,TAM 3
13345,Tcells 1
13346,TAM 5
13347,TAM 5
13348,Tcells 1
13349,Mono 1
13350,TAM 1
13351,TAM 5
13352,TAM 5
13353,Tcells 1
13354,TAM 5
13355,TAM 4
13356,TAM 3
13357,NK
13358,Mono 2
13359,Tcells 1
13360,Mono 1
13361,Mono 1
13362,cDC2
13363,Tcells 2
13364,Tcells 2
13365,pDC
13366,NK
13367,Tcells 2
13368,TAM 4
13369,Mono 1
13370,Tcells 1
13371,TAM 4
13372,Mono 2
13373,NK
13374,Proliferating TAM
13375,Mono 2
13376,Mono 1
13377,Mono 2
13378,TAM 3
13379,TAM 4
13380,TAM 4
13381,TAM 2
13382,Mono 1
13383,Mono 1
13384,Mono 1
13385,TAM 2
13386,TAM 3
13387,Mono 2
13388,Mono 1
13389,TAM 2
13390,TAM 3
13391,Mono 2
13392,Mono 2
13393,Mono 1
13394,Mono 1
13395,Tcells 1
13396,cDC2
13397,TAM 3
13398,Mono 2
13399,Mast
13400,Mono 1
13401,TAM 4
13402,Proliferating TAM
13403,Proliferating TAM
13404,Mono 2
13405,Proliferating TAM
13406,TAM 4
13407,Treg
13408,cDC2
13409,TAM 3
13410,Mono 1
13411,Mono 1
13412,Tcells 3
13413,Mono 1
13414,Mono 1
13415,Tcells 1
13416,Mono 2
13417,Mono 1
13418,TAM 2
13419,Mono 1
13420,Mono 1
13421,NK
13422,TAM 2
13423,Tcells 1
13424,TAM 5
13425,Mast
13426,Mono 2
13427,Mono 2
13428,Proliferating T cells
13429,Proliferating TAM
13430,TAM 2
13431,TAM 4
13432,TAM 4
13433,NK
13434,Mono 1
13435,cDC2
13436,TAM 4
13437,Tcells 1
13438,NK
13439,TAM 3
13440,cDC2
13441,Tcells 1
13442,TAM 2
13443,Tcells 1
13444,TAM 2
13445,TAM 5
13446,Mono 1
13447,Mono 2
13448,Mono 2
13449,Mono 1
13450,Mast
13451,cDC1
13452,TAM 3
13453,cDC2
13454,Mono 1
13455,TAM 2
13456,Mono 2
13457,cDC2
13458,TAM 4
13459,Proliferating TAM
13460,Mono 1
13461,TAM 1
13462,TAM 4
13463,Tcells 1
13464,Mono 1
13465,NK
13466,NK
13467,Mono 2
13468,NK
13469,TAM 4
13470,TAM 4
13471,TAM 4
13472,TAM 2
13473,cDC1
13474,TAM 3
13475,Tcells 1
13476,Tcells 1
13477,Proliferating T cells
13478,Mono 1
13479,Mono 2
13480,TAM 4
13481,TAM 3
13482,Tcells 1
13483,cDC2
13484,TAM 4
13485,NK
13486,Mono 1
13487,pDC
13488,Proliferating TAM
13489,Mono 2
13490,TAM 4
13491,Mono 2
13492,Mono 1
13493,Tcells 1
13494,Mast
13495,NK
13496,Tcells 1
13497,cDC1
13498,TAM 1
13499,NK
13500,Mono 1
13501,NK
13502,TAM 5
13503,cDC1
13504,TAM 5
13505,TAM 5
13506,Tcells 1
13507,Proliferating TAM
13508,NK
13509,TAM 2
13510,TAM 2
13511,Mono 1
13512,Tcells 1
13513,TAM 3
13514,Mono 1
13515,Tcells 2
13516,Tcells 1
13517,NK
13518,Proliferating TAM
13519,TAM 3
13520,TAM 4
13521,NK
13522,Tcells 1
13523,TAM 5
13524,TAM 2
13525,Mono 1
13526,TAM 5
13527,Mono 1
13528,TAM 2
13529,TAM 4
13530,NK
13531,TAM 1
13532,Mono 2
13533,TAM 4
13534,TAM 3
13535,TAM 1
13536,TAM 4
13537,TAM 3
13538,Mast
13539,TAM 1
13540,TAM 5
13541,Proliferating TAM
13542,TAM 2
13543,pDC
13544,Mono 2
13545,TAM 2
13546,cDC2
13547,Mono 1
13548,TAM 4
13549,TAM 2
13550,Mono 2
13551,Tcells 2
13552,TAM 3
13553,Tcells 1
13554,Proliferating TAM
13555,pDC
13556,Mono 2
13557,Mono 2
13558,Mono 1
13559,Mono 1
13560,TAM 4
13561,cDC1
13562,NK
13563,Treg
13564,cDC1
13565,Tcells 1
13566,NK
13567,Mono 1
13568,Mono 1
13569,TAM 2
13570,Mono 2
13571,TAM 4
13572,Tcells 3
13573,Tcells 2
13574,TAM 4
13575,Mono 2
13576,Tcells 2
13577,Mono 1
13578,Mono 1
13579,Mono 2
13580,TAM 3
13581,TAM 4
13582,NK
13583,TAM 3
13584,Mono 1
13585,NK
13586,cDC2
13587,Tcells 3
13588,Tcells 1
13589,NK
13590,Mono 1
13591,TAM 5
13592,cDC2
13593,Tcells 2
13594,TAM 2
13595,TAM 1
13596,Mono 2
13597,Mono 2
13598,Tcells 1
13599,cDC2
13600,Mast
13601,TAM 3
13602,NK
13603,cDC1
13604,TAM 4
13605,Mono 1
13606,Tcells 1
13607,TAM 3
13608,TAM 3
13609,Proliferating TAM
13610,TAM 4
13611,NK
13612,Tcells 2
13613,Mono 2
13614,Mono 2
13615,TAM 5
13616,TAM 3
13617,NK
13618,TAM 3
13619,Tcells 1
13620,Treg
13621,NK
13622,cDC2
13623,Mono 2
13624,Mono 2
13625,TAM 5
13626,TAM 4
13627,Proliferating TAM
13628,Treg
13629,Tcells 1
13630,TAM 5
13631,TAM 4
13632,TAM 2
13633,Tcells 1
13634,Tcells 3
13635,TAM 3
13636,cDC2
13637,Mono 2
13638,Mono 2
13639,TAM 2
13640,TAM 3
13641,TAM 5
13642,Mono 1
13643,Mono 1
13644,Mono 2
13645,Tcells 2
13646,Tcells 1
13647,Treg
13648,TAM 3
13649,TAM 4
13650,cDC2
13651,Tcells 1
13652,Tcells 2
13653,Mono 1
13654,Proliferating T cells
13655,Tcells 2
13656,TAM 4
13657,Treg
13658,Proliferating T cells
13659,Tcells 2
13660,Mono 2
13661,Mast
13662,Mono 2
13663,TAM 3
13664,Mono 2
13665,TAM 4
13666,TAM 5
13667,Tcells 1
13668,Tcells 2
13669,TAM 4
13670,Proliferating T cells
13671,Tcells 1
13672,Proliferating TAM
13673,TAM 4
13674,TAM 4
13675,TAM 4
13676,Tcells 1
13677,Tcells 1
13678,TAM 5
13679,Mono 2
13680,Mono 2
13681,cDC2
13682,TAM 5
13683,TAM 2
13684,TAM 4
13685,Tcells 2
13686,TAM 4
13687,TAM 3
13688,TAM 5
13689,Tcells 3
13690,Mono 1
13691,TAM 1
13692,TAM 4
13693,TAM 2
13694,Mono 2
13695,Tcells 1
13696,Tcells 1
13697,Mono 1
13698,TAM 2
13699,Proliferating T cells
13700,Tcells 3
13701,TAM 5
13702,Mono 2
13703,TAM 3
13704,Mono 1
13705,cDC2
13706,TAM 4
13707,Mast
13708,Mono 2
13709,TAM 5
13710,cDC2
13711,Proliferating TAM
13712,cDC2
13713,TAM 4
13714,TAM 5
13715,Tcells 2
13716,TAM 3
13717,TAM 3
13718,TAM 4
13719,TAM 3
13720,TAM 2
13721,TAM 2
13722,Mono 2
13723,TAM 5
13724,NK
13725,TAM 4
13726,Tcells 1
13727,TAM 4
13728,NK
13729,Mono 2
13730,Proliferating TAM
13731,cDC2
13732,Mono 1
13733,TAM 3
13734,TAM 4
13735,NK
13736,Mono 1
13737,TAM 2
13738,TAM 2
13739,cDC2
13740,Treg
13741,B
13742,TAM 5
13743,Mono 1
13744,TAM 4
13745,TAM 4
13746,cDC2
13747,TAM 3
13748,TAM 4
13749,Tcells 1
13750,Mono 1
13751,TAM 1
13752,TAM 4
13753,NK
13754,cDC1
13755,TAM 2
13756,Mono 1
13757,Mono 2
13758,TAM 4
13759,pDC
13760,TAM 2
13761,Tcells 3
13762,cDC2
13763,Tcells 1
13764,Tcells 1
13765,Tcells 1
13766,NK
13767,TAM 1
13768,TAM 3
13769,Mono 2
13770,Tcells 1
13771,TAM 2
13772,B
13773,NK
13774,NK
13775,TAM 3
13776,TAM 5
13777,TAM 2
13778,Mono 2
13779,TAM 4
13780,pDC
13781,TAM 3
13782,Treg
13783,NK
13784,TAM 4
13785,TAM 1
13786,TAM 2
13787,pDC
13788,TAM 2
13789,TAM 5
13790,TAM 5
13791,pDC
13792,TAM 3
13793,TAM 3
13794,Mono 1
13795,NK
13796,Proliferating T cells
13797,TAM 3
13798,Treg
13799,Mono 1
13800,Tcells 2
13801,TAM 2
13802,TAM 4
13803,Treg
13804,cDC2
13805,TAM 4
13806,Tcells 1
13807,TAM 4
13808,Mono 2
13809,TAM 5
13810,Tcells 1
13811,Mono 1
13812,Tcells 3
13813,TAM 3
13814,Mast
13815,Tcells 1
13816,cDC2
13817,TAM 5
13818,NK
13819,TAM 3
13820,Tcells 3
13821,TAM 4
13822,TAM 2
13823,TAM 2
13824,TAM 3
13825,TAM 5
13826,Tcells 3
13827,TAM 4
13828,cDC2
13829,Treg
13830,Treg
13831,TAM 2
13832,Proliferating T cells
13833,TAM 3
13834,NK
13835,Treg
13836,TAM 2
13837,Mono 1
13838,TAM 3
13839,Mono 1
13840,TAM 2
13841,TAM 2
13842,Tcells 3
13843,TAM 1
13844,Tcells 3
13845,Mast
13846,TAM 3
13847,TAM 2
13848,Mono 2
13849,TAM 4
13850,TAM 2
13851,cDC2
13852,Mono 2
13853,Mono 1
13854,B
13855,TAM 5
13856,TAM 4
13857,Treg
13858,Tcells 1
13859,TAM 3
13860,TAM 3
13861,TAM 2
13862,Mono 1
13863,Mono 1
13864,Tcells 1
13865,Mono 1
13866,Tcells 1
13867,TAM 4
13868,TAM 2
13869,pDC
13870,Tcells 2
13871,TAM 2
13872,Mono 2
13873,NK
13874,TAM 4
13875,Tcells 3
13876,cDC2
13877,TAM 3
13878,TAM 2
13879,NK
13880,TAM 5
13881,Mono 2
13882,NK
13883,TAM 5
13884,Proliferating T cells
13885,TAM 4
13886,TAM 4
13887,TAM 3
13888,Tcells 3
13889,Mono 2
13890,TAM 3
13891,TAM 4
13892,Mono 1
13893,TAM 3
13894,Mono 2
13895,Tcells 1
13896,Mono 2
13897,TAM 4
13898,pDC
13899,TAM 4
13900,Tcells 3
13901,TAM 2
13902,cDC2
13903,cDC2
13904,TAM 4
13905,TAM 2
13906,TAM 3
13907,TAM 3
13908,Mono 1
13909,Proliferating T cells
13910,TAM 3
13911,cDC2
13912,Tcells 1
13913,NK
13914,Mono 1
13915,TAM 4
13916,NK
13917,NK
13918,cDC2
13919,NK
13920,TAM 4
13921,Treg
13922,NK
13923,NK
13924,TAM 2
13925,Mono 2
13926,TAM 4
13927,Mono 1
13928,Mono 2
13929,Tcells 3
13930,Mono 1
13931,Mono 2
13932,TAM 2
13933,Mono 2
13934,TAM 2
13935,Tcells 1
13936,TAM 2
13937,B
13938,TAM 5
13939,Tcells 3
13940,Tcells 2
13941,Proliferating TAM
13942,TAM 2
13943,TAM 3
13944,TAM 4
13945,TAM 2
13946,TAM 2
13947,TAM 4
13948,cDC2
13949,TAM 4
13950,cDC1
13951,TAM 4
13952,TAM 2
13953,Tcells 3
13954,Mono 2
13955,TAM 4
13956,Mono 1
13957,Mono 1
13958,Treg
13959,TAM 4
13960,Tcells 1
13961,Tcells 1
13962,TAM 3
13963,Tcells 1
13964,NK
13965,NK
13966,Mono 1
13967,Proliferating TAM
13968,TAM 3
13969,Mono 2
13970,TAM 4
13971,pDC
13972,Mono 2
13973,TAM 4
13974,Mono 2
13975,TAM 4
13976,TAM 2
13977,Tcells 1
13978,TAM 4
13979,Mono 1
13980,Tcells 1
13981,TAM 3
13982,Mono 1
13983,TAM 3
13984,Mono 1
13985,Treg
13986,TAM 4
13987,TAM 3
13988,TAM 3
13989,Mono 1
13990,Proliferating TAM
13991,Mono 2
13992,NK
13993,Mono 1
13994,Tcells 3
13995,Mono 1
13996,TAM 3
13997,TAM 3
13998,pDC
13999,TAM 3
14000,TAM 4
14001,Mono 2
14002,TAM 3
14003,Mono 2
14004,TAM 5
14005,Mono 2
14006,TAM 5
14007,TAM 3
14008,TAM 5
14009,Tcells 1
14010,NK
14011,TAM 1
14012,NK
14013,TAM 5
14014,Tcells 2
14015,Proliferating TAM
14016,Treg
14017,Mono 1
14018,TAM 2
14019,TAM 3
14020,Tcells 3
14021,Mono 1
14022,NK
14023,Tcells 2
14024,TAM 5
14025,Mono 2
14026,TAM 2
14027,TAM 5
14028,TAM 4
14029,TAM 3
14030,Mono 2
14031,Tcells 1
14032,TAM 4
14033,cDC2
14034,Mono 2
14035,TAM 4
14036,TAM 3
14037,Mono 2
14038,TAM 2
14039,TAM 4
14040,Mono 2
14041,NK
14042,Mono 2
14043,cDC1
14044,TAM 5
14045,TAM 4
14046,TAM 4
14047,Tcells 1
14048,Tcells 3
14049,TAM 3
14050,Mono 1
14051,TAM 2
14052,cDC1
14053,Proliferating T cells
14054,TAM 2
14055,TAM 1
14056,Tcells 2
14057,TAM 3
14058,Tcells 2
14059,pDC
14060,Mono 2
14061,cDC2
14062,Tcells 3
14063,TAM 3
14064,TAM 4
14065,TAM 4
14066,TAM 4
14067,TAM 3
14068,Mono 2
14069,Mono 1
14070,TAM 2
14071,Mono 1
14072,cDC2
14073,B
14074,TAM 1
14075,TAM 5
14076,Mono 1
14077,TAM 1
14078,TAM 4
14079,TAM 2
14080,TAM 3
14081,Tcells 1
14082,TAM 1
14083,Mono 2
14084,TAM 5
14085,TAM 2
14086,TAM 2
14087,Mono 2
14088,Treg
14089,TAM 3
14090,Mono 1
14091,Tcells 1
14092,Tcells 1
14093,TAM 3
14094,TAM 4
14095,Mono 2
14096,TAM 4
14097,TAM 4
14098,Mono 2
14099,Tcells 1
14100,pDC
14101,NK
14102,cDC2
14103,cDC1
14104,Mono 1
14105,Mono 2
14106,TAM 1
14107,TAM 2
14108,TAM 4
14109,TAM 1
14110,Proliferating TAM
14111,NK
14112,Proliferating T cells
14113,TAM 4
14114,Mono 1
14115,TAM 3
14116,Tcells 1
14117,Tcells 2
14118,TAM 2
14119,Tcells 2
14120,TAM 1
14121,TAM 2
14122,TAM 1
14123,TAM 1
14124,TAM 1
14125,TAM 2
14126,cDC2
14127,TAM 1
14128,Proliferating TAM
14129,TAM 1
14130,Tcells 1
14131,TAM 1
14132,NK
14133,TAM 1
14134,TAM 1
14135,TAM 1
14136,Tcells 1
14137,NK
14138,TAM 1
14139,Tcells 1
14140,TAM 3
14141,TAM 2
14142,TAM 2
14143,Tcells 1
14144,Proliferating TAM
14145,Tcells 1
14146,Tcells 3
14147,TAM 1
14148,Tcells 1
14149,TAM 2
14150,Tcells 2
14151,TAM 2
14152,TAM 1
14153,TAM 1
14154,TAM 1
14155,TAM 1
14156,TAM 1
14157,Tcells 1
14158,TAM 1
14159,TAM 2
14160,Tcells 1
14161,TAM 2
14162,TAM 3
14163,TAM 1
14164,TAM 4
14165,TAM 2
14166,Tcells 1
14167,Tcells 2
14168,TAM 1
14169,TAM 2
14170,Proliferating TAM
14171,Tcells 2
14172,Proliferating TAM
14173,Mono 1
14174,TAM 2
14175,Tcells 2
14176,TAM 1
14177,Treg
14178,Mono 2
14179,Proliferating TAM
14180,TAM 1
14181,TAM 1
14182,TAM 1
14183,TAM 2
14184,Mono 2
14185,TAM 1
14186,TAM 1
14187,TAM 1
14188,TAM 1
14189,Mast
14190,Treg
14191,TAM 1
14192,Tcells 1
14193,TAM 3
14194,TAM 2
14195,TAM 1
14196,TAM 1
14197,Proliferating TAM
14198,Proliferating TAM
14199,Tcells 1
14200,Tcells 2
14201,Treg
14202,Proliferating TAM
14203,Treg
14204,TAM 2
14205,Proliferating TAM
14206,TAM 1
14207,Mono 1
14208,NK
14209,TAM 2
14210,Proliferating TAM
14211,TAM 4
14212,TAM 2
14213,TAM 1
14214,TAM 2
14215,Tcells 2
14216,TAM 2
14217,TAM 1
14218,TAM 1
14219,Mono 1
14220,Mono 1
14221,TAM 1
14222,TAM 1
14223,TAM 1
14224,TAM 1
14225,Tcells 2
14226,Mono 1
14227,Proliferating TAM
14228,TAM 2
14229,TAM 1
14230,TAM 4
14231,Tcells 1
14232,Mono 2
14233,TAM 1
14234,Tcells 1
14235,Tcells 1
14236,Tcells 2
14237,Mono 1
14238,TAM 1
14239,TAM 2
14240,TAM 1
14241,TAM 2
14242,Mono 1
14243,Proliferating TAM
14244,Tcells 1
14245,Treg
14246,Proliferating TAM
14247,Proliferating TAM
14248,Tcells 1
14249,TAM 1
14250,TAM 2
14251,Tcells 2
14252,TAM 2
14253,Proliferating TAM
14254,TAM 1
14255,TAM 1
14256,Tcells 1
14257,Tcells 1
14258,TAM 1
14259,Proliferating TAM
14260,Tcells 1
14261,TAM 2
14262,cDC2
14263,cDC2
14264,TAM 3
14265,TAM 1
14266,B
14267,Tcells 1
14268,TAM 1
14269,TAM 4
14270,TAM 1
14271,TAM 2
14272,TAM 1
14273,TAM 1
14274,Proliferating TAM
14275,TAM 2
14276,Proliferating TAM
14277,NK
14278,Mono 1
14279,Tcells 1
14280,TAM 2
14281,Tcells 2
14282,TAM 2
14283,Mono 1
14284,Tcells 1
14285,TAM 2
14286,Proliferating TAM
14287,Proliferating TAM
14288,Proliferating TAM
14289,Tcells 2
14290,Tcells 2
14291,TAM 1
14292,TAM 1
14293,Tcells 1
14294,TAM 4
14295,TAM 1
14296,TAM 1
14297,Proliferating TAM
14298,TAM 2
14299,cDC2
14300,TAM 2
14301,Mono 2
14302,Tcells 2
14303,TAM 1
14304,TAM 2
14305,TAM 1
14306,TAM 2
14307,TAM 2
14308,TAM 1
14309,TAM 2
14310,TAM 3
14311,TAM 1
14312,cDC2
14313,TAM 2
14314,TAM 2
14315,NK
14316,TAM 1
14317,Tcells 1
14318,TAM 2
14319,TAM 2
14320,TAM 1
14321,Mono 2
14322,TAM 2
14323,TAM 2
14324,Proliferating T cells
14325,TAM 2
14326,TAM 1
14327,TAM 1
14328,NK
14329,Tcells 1
14330,Tcells 1
14331,TAM 2
14332,Tcells 1
14333,Tcells 2
14334,TAM 2
14335,TAM 1
14336,TAM 1
14337,cDC1
14338,Tcells 1
14339,TAM 1
14340,TAM 3
14341,Mono 1
14342,TAM 2
14343,Tcells 1
14344,Tcells 2
14345,Proliferating TAM
14346,Proliferating T cells
14347,Proliferating TAM
14348,Proliferating TAM
14349,TAM 1
14350,Mono 1
14351,Tcells 1
14352,TAM 2
14353,TAM 4
14354,TAM 1
14355,Tcells 1
14356,Tcells 1
14357,TAM 1
14358,Mono 1
14359,TAM 1
14360,TAM 2
14361,cDC2
14362,TAM 1
14363,TAM 1
14364,cDC1
14365,Mono 2
14366,TAM 1
14367,TAM 2
14368,Proliferating T cells
14369,TAM 1
14370,TAM 1
14371,Tcells 1
14372,Tcells 1
14373,TAM 4
14374,Tcells 1
14375,Tcells 1
14376,TAM 1
14377,Tcells 2
14378,Tcells 1
14379,TAM 2
14380,TAM 1
14381,TAM 2
14382,Tcells 1
14383,Tcells 1
14384,TAM 3
14385,Tcells 2
14386,Proliferating TAM
14387,Tcells 1
14388,Mono 1
14389,Treg
14390,TAM 1
14391,TAM 2
14392,TAM 1
14393,cDC2
14394,TAM 4
14395,Tcells 1
14396,TAM 1
14397,cDC2
14398,TAM 5
14399,Mono 2
14400,TAM 2
14401,TAM 3
14402,NK
14403,TAM 1
14404,TAM 1
14405,Tcells 1
14406,TAM 3
14407,Mono 1
14408,TAM 1
14409,Proliferating TAM
14410,TAM 1
14411,Tcells 2
14412,Tcells 1
14413,Mono 1
14414,TAM 2
14415,TAM 1
14416,TAM 1
14417,Mono 2
14418,TAM 1
14419,TAM 1
14420,TAM 1
14421,TAM 1
14422,TAM 2
14423,TAM 2
14424,TAM 2
14425,TAM 2
14426,TAM 1
14427,Tcells 1
14428,TAM 2
14429,TAM 1
14430,Tcells 1
14431,Tcells 2
14432,TAM 4
14433,Tcells 1
14434,TAM 1
14435,TAM 1
14436,NK
14437,Proliferating TAM
14438,NK
14439,TAM 4
14440,Tcells 3
14441,TAM 2
14442,Mono 1
14443,TAM 1
14444,TAM 1
14445,TAM 1
14446,TAM 1
14447,TAM 1
14448,TAM 2
14449,TAM 2
14450,TAM 1
14451,Tcells 3
14452,TAM 1
14453,Proliferating TAM
14454,TAM 1
14455,TAM 1
14456,TAM 1
14457,TAM 1
14458,Tcells 1
14459,TAM 2
14460,Mono 2
14461,TAM 2
14462,Tcells 1
14463,TAM 2
14464,TAM 1
14465,Tcells 1
14466,Tcells 1
14467,Proliferating TAM
14468,TAM 2
14469,TAM 1
14470,Tcells 1
14471,Treg
14472,TAM 1
14473,Tcells 1
14474,TAM 2
14475,Proliferating TAM
14476,TAM 1
14477,Tcells 1
14478,B
14479,TAM 1
14480,cDC2
14481,TAM 1
14482,TAM 1
14483,TAM 4
14484,Proliferating TAM
14485,TAM 1
14486,Tcells 1
14487,TAM 2
14488,TAM 2
14489,TAM 1
14490,TAM 2
14491,TAM 4
14492,Mono 1
14493,TAM 2
14494,TAM 1
14495,TAM 1
14496,Proliferating TAM
14497,TAM 2
14498,TAM 2
14499,TAM 2
14500,Proliferating TAM
14501,Mono 1
14502,Tcells 1
14503,Tcells 1
14504,Treg
14505,TAM 2
14506,Tcells 2
14507,Mono 1
14508,TAM 2
14509,Mono 1
14510,TAM 3
14511,TAM 1
14512,TAM 1
14513,TAM 1
14514,TAM 2
14515,Tcells 1
14516,TAM 1
14517,Tcells 1
14518,TAM 2
14519,TAM 1
14520,TAM 1
14521,TAM 2
14522,TAM 1
14523,TAM 4
14524,Tcells 1
14525,Proliferating T cells
14526,NK
14527,cDC2
14528,TAM 1
14529,Proliferating TAM
14530,Mono 2
14531,TAM 1
14532,Tcells 1
14533,TAM 1
14534,TAM 2
14535,Tcells 1
14536,Tcells 1
14537,TAM 1
14538,Proliferating TAM
14539,TAM 1
14540,Tcells 2
14541,TAM 1
14542,Tcells 1
14543,TAM 1
14544,TAM 3
14545,TAM 1
14546,TAM 2
14547,TAM 2
14548,NK
14549,TAM 2
14550,TAM 4
14551,TAM 1
14552,TAM 1
14553,TAM 2
14554,NK
14555,Tcells 2
14556,Tcells 1
14557,Proliferating TAM
14558,TAM 4
14559,TAM 1
14560,TAM 1
14561,TAM 1
14562,TAM 1
14563,TAM 1
14564,Tcells 1
14565,Tcells 2
14566,Tcells 1
14567,Proliferating TAM
14568,TAM 2
14569,Tcells 2
14570,TAM 1
14571,TAM 1
14572,TAM 1
14573,TAM 1
14574,Proliferating TAM
14575,TAM 1
14576,cDC1
14577,TAM 3
14578,TAM 2
14579,TAM 1
14580,TAM 1
14581,cDC2
14582,TAM 2
14583,cDC2
14584,TAM 1
14585,Proliferating TAM
14586,Mono 1
14587,Proliferating TAM
14588,TAM 1
14589,Tcells 1
14590,TAM 1
14591,Treg
14592,TAM 1
14593,TAM 1
14594,Tcells 1
14595,TAM 1
14596,Tcells 2
14597,NK
14598,Tcells 2
14599,Tcells 1
14600,TAM 2
14601,TAM 2
14602,Tcells 1
14603,TAM 4
14604,TAM 1
14605,TAM 2
14606,TAM 4
14607,TAM 1
14608,Proliferating TAM
14609,TAM 1
14610,Mono 2
14611,Tcells 1
14612,Proliferating TAM
14613,TAM 2
14614,Mono 1
14615,TAM 2
14616,Tcells 2
14617,TAM 2
14618,Tcells 1
14619,TAM 2
14620,Tcells 1
14621,TAM 1
14622,TAM 2
14623,Proliferating TAM
14624,TAM 2
14625,TAM 1
14626,Tcells 1
14627,TAM 1
14628,Tcells 1
14629,TAM 1
14630,TAM 1
14631,Tcells 1
14632,TAM 2
14633,TAM 1
14634,Mono 1
14635,TAM 2
14636,Tcells 1
14637,Proliferating TAM
14638,TAM 1
14639,Proliferating T cells
14640,Tcells 1
14641,TAM 2
14642,Tcells 1
14643,Proliferating TAM
14644,Treg
14645,TAM 1
14646,TAM 1
14647,TAM 1
14648,Proliferating TAM
14649,Tcells 1
14650,Proliferating TAM
14651,TAM 1
14652,Tcells 1
14653,TAM 2
14654,Proliferating TAM
14655,TAM 3
14656,Tcells 1
14657,TAM 1
14658,TAM 1
14659,NK
14660,Proliferating TAM
14661,Tcells 1
14662,TAM 1
14663,Proliferating TAM
14664,Mono 1
14665,TAM 1
14666,TAM 2
14667,TAM 2
14668,Mono 1
14669,TAM 1
14670,Tcells 1
14671,TAM 1
14672,Tcells 1
14673,cDC2
14674,Proliferating TAM
14675,TAM 4
14676,TAM 2
14677,TAM 2
14678,TAM 4
14679,TAM 1
14680,Proliferating T cells
14681,TAM 2
14682,cDC2
14683,TAM 2
14684,TAM 1
14685,TAM 2
14686,Proliferating TAM
14687,TAM 1
14688,Tcells 1
14689,Proliferating TAM
14690,TAM 2
14691,TAM 1
14692,TAM 2
14693,Mono 1
14694,TAM 2
14695,TAM 2
14696,TAM 1
14697,TAM 2
14698,TAM 1
14699,Mono 2
14700,TAM 2
14701,TAM 1
14702,TAM 2
14703,TAM 2
14704,TAM 1
14705,TAM 4
14706,NK
14707,Tcells 1
14708,Tcells 2
14709,Treg
14710,TAM 1
14711,TAM 1
14712,Tcells 1
14713,TAM 1
14714,TAM 1
14715,TAM 1
14716,cDC2
14717,Mono 2
14718,TAM 4
14719,Proliferating TAM
14720,pDC
14721,TAM 1
14722,TAM 1
14723,TAM 4
14724,Proliferating TAM
14725,Proliferating TAM
14726,TAM 1
14727,Mono 2
14728,TAM 3
14729,TAM 1
14730,TAM 2
14731,Proliferating TAM
14732,TAM 1
14733,TAM 1
14734,TAM 2
14735,Tcells 1
14736,Mono 2
14737,TAM 2
14738,NK
14739,TAM 1
